ticker,price,time
BTC,36708.51,1643916000
BTC,36694.73,1643916060
BTC,36695.11,1643916120
BTC,36703.83,1643916180
BTC,36724.57,1643916240
BTC,36714.74,1643916300
BTC,36720.44,1643916360
BTC,36715.23,1643916420
BTC,36652.55,1643916480
BTC,36667.27,1643916540
BTC,36664.92,1643916600
BTC,36662.53,1643916660
BTC,36653.13,1643916720
BTC,36688.1,1643916780
BTC,36696.45,1643916840
BTC,36681.84,1643916900
BTC,36608.64,1643916960
BTC,36602.24,1643917020
BTC,36609.1,1643917080
BTC,36591.83,1643917140
BTC,36566.15,1643917200
BTC,36530.84,1643917260
BTC,36585.92,1643917320
BTC,36563.18,1643917380
BTC,36540.59,1643917440
BTC,36491.13,1643917500
BTC,36497.7,1643917560
BTC,36511.52,1643917620
BTC,36510.84,1643917680
BTC,36508.09,1643917740
BTC,36504.3,1643917800
BTC,36517.17,1643917860
BTC,36534.5,1643917920
BTC,36531.09,1643917980
BTC,36536.81,1643918040
BTC,36601.77,1643918100
BTC,36605.54,1643918160
BTC,36594.0,1643918220
BTC,36575.24,1643918280
BTC,36574.14,1643918340
BTC,36557.85,1643918400
BTC,36522.25,1643918460
BTC,36520.75,1643918520
BTC,36500.22,1643918580
BTC,36505.24,1643918640
BTC,36517.89,1643918700
BTC,36517.46,1643918760
BTC,36537.75,1643918820
BTC,36521.96,1643918880
BTC,36521.45,1643918940
BTC,36540.03,1643919000
BTC,36539.72,1643919060
BTC,36586.13,1643919120
BTC,36570.94,1643919180
BTC,36591.94,1643919240
BTC,36610.93,1643919300
BTC,36606.14,1643919360
BTC,36594.26,1643919420
BTC,36585.46,1643919480
BTC,36594.89,1643919540
BTC,36644.31,1643919600
CRAFT,0.002403,1643916000
CRAFT,0.002403,1643916060
CRAFT,0.002403,1643916120
CRAFT,0.002403,1643916180
CRAFT,0.002403,1643916240
CRAFT,0.002403,1643916300
CRAFT,0.002403,1643916360
CRAFT,0.002403,1643916420
CRAFT,0.002403,1643916480
CRAFT,0.002403,1643916540
CRAFT,0.002403,1643916600
CRAFT,0.002403,1643916660
CRAFT,0.002403,1643916720
CRAFT,0.002403,1643916780
CRAFT,0.002403,1643916840
CRAFT,0.002403,1643916900
CRAFT,0.002403,1643916960
CRAFT,0.002403,1643917020
CRAFT,0.002403,1643917080
CRAFT,0.002403,1643917140
CRAFT,0.002403,1643917200
CRAFT,0.002403,1643917260
CRAFT,0.002403,1643917320
CRAFT,0.002403,1643917380
CRAFT,0.002403,1643917440
CRAFT,0.002403,1643917500
CRAFT,0.002403,1643917560
CRAFT,0.002403,1643917620
CRAFT,0.002403,1643917680
CRAFT,0.002403,1643917740
CRAFT,0.002403,1643917800
CRAFT,0.002403,1643917860
CRAFT,0.002403,1643917920
CRAFT,0.002403,1643917980
CRAFT,0.002403,1643918040
CRAFT,0.002403,1643918100
CRAFT,0.002403,1643918160
CRAFT,0.002403,1643918220
CRAFT,0.002403,1643918280
CRAFT,0.002403,1643918340
CRAFT,0.002403,1643918400
CRAFT,0.002403,1643918460
CRAFT,0.002403,1643918520
CRAFT,0.002403,1643918580
CRAFT,0.002403,1643918640
CRAFT,0.002403,1643918700
CRAFT,0.002403,1643918760
CRAFT,0.002403,1643918820
CRAFT,0.002403,1643918880
CRAFT,0.002403,1643918940
CRAFT,0.002403,1643919000
CRAFT,0.002403,1643919060
CRAFT,0.002403,1643919120
CRAFT,0.002403,1643919180
CRAFT,0.002403,1643919240
CRAFT,0.002403,1643919300
CRAFT,0.002403,1643919360
CRAFT,0.002403,1643919420
CRAFT,0.002403,1643919480
CRAFT,0.002403,1643919540
CRAFT,0.002403,1643919600
CRB,0.0003671,1643916000
CRB,0.0003669,1643916060
CRB,0.000367,1643916120
CRB,0.000367,1643916180
CRB,0.0003672,1643916240
CRB,0.0003671,1643916300
CRB,0.0003672,1643916360
CRB,0.0003672,1643916420
CRB,0.0003665,1643916480
CRB,0.0003667,1643916540
CRB,0.0003666,1643916600
CRB,0.0003666,1643916660
CRB,0.0003665,1643916720
CRB,0.0003669,1643916780
CRB,0.000367,1643916840
CRB,0.0003668,1643916900
CRB,0.0003661,1643916960
CRB,0.000366,1643917020
CRB,0.0003661,1643917080
CRB,0.0003659,1643917140
CRB,0.0003657,1643917200
CRB,0.0003653,1643917260
CRB,0.0003659,1643917320
CRB,0.0003656,1643917380
CRB,0.0003654,1643917440
CRB,0.0003649,1643917500
CRB,0.000365,1643917560
CRB,0.0003651,1643917620
CRB,0.0003651,1643917680
CRB,0.0003651,1643917740
CRB,0.000365,1643917800
CRB,0.0003652,1643917860
CRB,0.0003653,1643917920
CRB,0.0003653,1643917980
CRB,0.0003654,1643918040
CRB,0.000366,1643918100
CRB,0.0003661,1643918160
CRB,0.0003659,1643918220
CRB,0.0003658,1643918280
CRB,0.0003657,1643918340
CRB,0.0003656,1643918400
CRB,0.0003652,1643918460
CRB,0.0003652,1643918520
CRB,0.000365,1643918580
CRB,0.0003651,1643918640
CRB,0.0003652,1643918700
CRB,0.0003652,1643918760
CRB,0.0003654,1643918820
CRB,0.0003652,1643918880
CRB,0.0003652,1643918940
CRB,0.0003654,1643919000
CRB,0.0003654,1643919060
CRB,0.0003659,1643919120
CRB,0.0003657,1643919180
CRB,0.0003659,1643919240
CRB,0.0003661,1643919300
CRB,0.0003661,1643919360
CRB,0.0003659,1643919420
CRB,0.0003659,1643919480
CRB,0.0003659,1643919540
CRB,0.0003664,1643919600
ALEPH,0.493,1643916000
ALEPH,0.4918,1643916060
ALEPH,0.4921,1643916120
ALEPH,0.493,1643916180
ALEPH,0.4936,1643916240
ALEPH,0.4919,1643916300
ALEPH,0.4918,1643916360
ALEPH,0.4918,1643916420
ALEPH,0.4916,1643916480
ALEPH,0.4912,1643916540
ALEPH,0.4914,1643916600
ALEPH,0.4917,1643916660
ALEPH,0.4909,1643916720
ALEPH,0.4915,1643916780
ALEPH,0.4918,1643916840
ALEPH,0.4915,1643916900
ALEPH,0.4902,1643916960
ALEPH,0.4912,1643917020
ALEPH,0.4911,1643917080
ALEPH,0.4898,1643917140
ALEPH,0.4895,1643917200
ALEPH,0.4887,1643917260
ALEPH,0.4899,1643917320
ALEPH,0.4896,1643917380
ALEPH,0.4913,1643917440
ALEPH,0.4907,1643917500
ALEPH,0.4904,1643917560
ALEPH,0.4914,1643917620
ALEPH,0.4912,1643917680
ALEPH,0.491,1643917740
ALEPH,0.4909,1643917800
ALEPH,0.4908,1643917860
ALEPH,0.4916,1643917920
ALEPH,0.4914,1643917980
ALEPH,0.4914,1643918040
ALEPH,0.4925,1643918100
ALEPH,0.4907,1643918160
ALEPH,0.4913,1643918220
ALEPH,0.4911,1643918280
ALEPH,0.4917,1643918340
ALEPH,0.4914,1643918400
ALEPH,0.4911,1643918460
ALEPH,0.4908,1643918520
ALEPH,0.4898,1643918580
ALEPH,0.4899,1643918640
ALEPH,0.4903,1643918700
ALEPH,0.4906,1643918760
ALEPH,0.4917,1643918820
ALEPH,0.4914,1643918880
ALEPH,0.4913,1643918940
ALEPH,0.4916,1643919000
ALEPH,0.4916,1643919060
ALEPH,0.4923,1643919120
ALEPH,0.4906,1643919180
ALEPH,0.4914,1643919240
ALEPH,0.4909,1643919300
ALEPH,0.4907,1643919360
ALEPH,0.4905,1643919420
ALEPH,0.4904,1643919480
ALEPH,0.4921,1643919540
ALEPH,0.4929,1643919600
MIN,0.02129,1643916000
MIN,0.02128,1643916060
MIN,0.02128,1643916120
MIN,0.02129,1643916180
MIN,0.0213,1643916240
MIN,0.02129,1643916300
MIN,0.0213,1643916360
MIN,0.02129,1643916420
MIN,0.02126,1643916480
MIN,0.02127,1643916540
MIN,0.02127,1643916600
MIN,0.02126,1643916660
MIN,0.02126,1643916720
MIN,0.02128,1643916780
MIN,0.02128,1643916840
MIN,0.02128,1643916900
MIN,0.02123,1643916960
MIN,0.02123,1643917020
MIN,0.02123,1643917080
MIN,0.02122,1643917140
MIN,0.02121,1643917200
MIN,0.02119,1643917260
MIN,0.02122,1643917320
MIN,0.02121,1643917380
MIN,0.02119,1643917440
MIN,0.02116,1643917500
MIN,0.02117,1643917560
MIN,0.02118,1643917620
MIN,0.02118,1643917680
MIN,0.02117,1643917740
MIN,0.02117,1643917800
MIN,0.02118,1643917860
MIN,0.02119,1643917920
MIN,0.02119,1643917980
MIN,0.02119,1643918040
MIN,0.02123,1643918100
MIN,0.02123,1643918160
MIN,0.02122,1643918220
MIN,0.02121,1643918280
MIN,0.02121,1643918340
MIN,0.0212,1643918400
MIN,0.02118,1643918460
MIN,0.02118,1643918520
MIN,0.02117,1643918580
MIN,0.02117,1643918640
MIN,0.02118,1643918700
MIN,0.02118,1643918760
MIN,0.02119,1643918820
MIN,0.02118,1643918880
MIN,0.02118,1643918940
MIN,0.02119,1643919000
MIN,0.02119,1643919060
MIN,0.02122,1643919120
MIN,0.02121,1643919180
MIN,0.02122,1643919240
MIN,0.02123,1643919300
MIN,0.02123,1643919360
MIN,0.02122,1643919420
MIN,0.02122,1643919480
MIN,0.02123,1643919540
MIN,0.02125,1643919600
PARA,0.0,1643916000
PARA,0.0,1643916060
PARA,0.0,1643916120
PARA,0.0,1643916180
PARA,0.0,1643916240
PARA,0.0,1643916300
PARA,0.0,1643916360
PARA,0.0,1643916420
PARA,0.0,1643916480
PARA,0.0,1643916540
PARA,0.0,1643916600
PARA,0.0,1643916660
PARA,0.0,1643916720
PARA,0.0,1643916780
PARA,0.0,1643916840
PARA,0.0,1643916900
PARA,0.0,1643916960
PARA,0.0,1643917020
PARA,0.0,1643917080
PARA,0.0,1643917140
PARA,0.0,1643917200
PARA,0.0,1643917260
PARA,0.0,1643917320
PARA,0.0,1643917380
PARA,0.0,1643917440
PARA,0.0,1643917500
PARA,0.0,1643917560
PARA,0.0,1643917620
PARA,0.0,1643917680
PARA,0.0,1643917740
PARA,0.0,1643917800
PARA,0.0,1643917860
PARA,0.0,1643917920
PARA,0.0,1643917980
PARA,0.0,1643918040
PARA,0.0,1643918100
PARA,0.0,1643918160
PARA,0.0,1643918220
PARA,0.0,1643918280
PARA,0.0,1643918340
PARA,0.0,1643918400
PARA,0.0,1643918460
PARA,0.0,1643918520
PARA,0.0,1643918580
PARA,0.0,1643918640
PARA,0.0,1643918700
PARA,0.0,1643918760
PARA,0.0,1643918820
PARA,0.0,1643918880
PARA,0.0,1643918940
PARA,0.0,1643919000
PARA,0.0,1643919060
PARA,0.0,1643919120
PARA,0.0,1643919180
PARA,0.0,1643919240
PARA,0.0,1643919300
