ticker,price,time
BTC,45824.54,1641254400
BTC,43432.51,1641340800
BTC,43094.54,1641427200
BTC,41543.79,1641513600
BTC,41686.67,1641600000
BTC,41869.6,1641686400
BTC,41832.59,1641772800
BTC,42743.03,1641859200
BTC,43919.67,1641945600
BTC,42575.61,1642032000
BTC,43089.83,1642118400
BTC,43088.74,1642204800
BTC,43100.36,1642291200
BTC,42224.38,1642377600
BTC,42372.75,1642464000
BTC,41674.8,1642550400
BTC,40697.03,1642636800
BTC,36469.3,1642723200
BTC,35075.92,1642809600
BTC,36288.15,1642896000
BTC,36702.79,1642982400
BTC,36975.99,1643068800
BTC,36829.37,1643155200
BTC,37189.85,1643241600
BTC,37744.7,1643328000
BTC,38184.86,1643414400
BTC,37908.44,1643500800
BTC,38494.66,1643587200
BTC,38721.49,1643673600
BTC,36918.19,1643760000
BTC,36391.46,1643846400
PARA,0.0,1641254400
PARA,0.0,1641340800
PARA,0.0,1641427200
PARA,0.0,1641513600
PARA,0.0,1641600000
PARA,0.0,1641686400
PARA,0.0,1641772800
PARA,0.0,1641859200
PARA,0.0,1641945600
PARA,0.0,1642032000
PARA,0.0,1642118400
PARA,0.0,1642204800
PARA,0.0,1642291200
PARA,0.0,1642377600
PARA,0.0,1642464000
PARA,0.0,1642550400
PARA,0.0,1642636800
PARA,0.0,1642723200
PARA,0.0,1642809600
PARA,0.0,1642896000
PARA,0.0,1642982400
PARA,0.0,1643068800
PARA,0.0,1643155200
PARA,0.0,1643241600
PARA,0.0,1643328000
PARA,0.0,1643414400
PARA,0.0,1643500800
PARA,0.0,1643587200
PARA,0.0,1643673600
PARA,0.0,1643760000
PARA,0.0002584,1643846400
MWC,8.143,1641254400
MWC,8.252,1641340800
MWC,9.084,1641427200
MWC,7.648,1641513600
MWC,8.1,1641600000
MWC,7.938,1641686400
MWC,7.793,1641772800
MWC,7.463,1641859200
MWC,8.121,1641945600
MWC,7.676,1642032000
MWC,7.037,1642118400
MWC,6.998,1642204800
MWC,6.995,1642291200
MWC,7.132,1642377600
MWC,6.869,1642464000
MWC,6.747,1642550400
MWC,6.052,1642636800
MWC,4.052,1642723200
MWC,3.472,1642809600
MWC,3.601,1642896000
MWC,3.254,1642982400
MWC,3.842,1643068800
MWC,3.626,1643155200
MWC,5.649,1643241600
MWC,7.379,1643328000
MWC,6.873,1643414400
MWC,7.404,1643500800
MWC,8.149,1643587200
MWC,7.345,1643673600
MWC,5.774,1643760000
MWC,4.651,1643846400
BBP,0.002291,1641254400
BBP,0.002172,1641340800
BBP,0.002155,1641427200
BBP,0.002077,1641513600
BBP,0.002084,1641600000
BBP,0.002093,1641686400
BBP,0.002092,1641772800
BBP,0.002137,1641859200
BBP,0.002196,1641945600
BBP,0.002129,1642032000
BBP,0.002154,1642118400
BBP,0.002154,1642204800
BBP,0.002155,1642291200
BBP,0.002111,1642377600
BBP,0.002119,1642464000
BBP,0.002084,1642550400
